event_id;event;country;source_tz;local_dt;source;period_label;impact;notes;source_url;retrieved_at_utc
US_PCE_20040528;PCE;US;America/New_York;2004-05-28T08:30;Bureau of Economic Analysis;2004-04;high;;https://www.bea.gov/news/2004/personal-income-april-2004;2025-09-08T11:36:52
US_PCE_20040628;PCE;US;America/New_York;2004-06-28T08:30;Bureau of Economic Analysis;2004-05;high;;https://www.bea.gov/news/2004/personal-income-and-outlays-may-2004;2025-09-08T11:36:52
US_PCE_20040803;PCE;US;America/New_York;2004-08-03T08:30;Bureau of Economic Analysis;2004-06;high;;https://www.bea.gov/news/2004/personal-income-june-2004;2025-09-08T11:36:52
US_PCE_20040830;PCE;US;America/New_York;2004-08-30T08:30;Bureau of Economic Analysis;2004-07;high;;https://www.bea.gov/news/2004/personal-income-july-2004;2025-09-08T11:36:52
US_PCE_20040930;PCE;US;America/New_York;2004-09-30T08:30;Bureau of Economic Analysis;2004-08;high;;https://www.bea.gov/news/2004/personal-income-august-2004;2025-09-08T11:36:52
US_PCE_20041101;PCE;US;America/New_York;2004-11-01T08:30;Bureau of Economic Analysis;2004-09;high;;https://www.bea.gov/news/2004/personal-income-september-2004;2025-09-08T11:36:52
US_PCE_20041201;PCE;US;America/New_York;2004-12-01T08:30;Bureau of Economic Analysis;2004-10;high;;https://www.bea.gov/news/2004/personal-income-october-2004-0;2025-09-08T11:36:52
US_PCE_20041223;PCE;US;America/New_York;2004-12-23T08:30;Bureau of Economic Analysis;2004-11;high;;https://www.bea.gov/news/2004/personal-income-and-outlays-november-2004;2025-09-08T11:36:52
US_RetailSales_Advance_20040114;Retail Sales (Advance);US;America/New_York;2004-01-14T08:30;U.S. Census Bureau;2003-12;high;;https://www2.census.gov/retail/releases/historical/marts/adv0312.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040212;Retail Sales (Advance);US;America/New_York;2004-02-12T08:30;U.S. Census Bureau;2004-01;high;;https://www2.census.gov/marts/adv0312.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040311;Retail Sales (Advance);US;America/New_York;2004-03-11T08:30;U.S. Census Bureau;2004-02;high;;https://www2.census.gov/marts/adv0402.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040413;Retail Sales (Advance);US;America/New_York;2004-04-13T08:30;U.S. Census Bureau;2004-03;high;;https://www2.census.gov/historical/marts/adv0403.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040513;Retail Sales (Advance);US;America/New_York;2004-05-13T08:30;U.S. Census Bureau;2004-04;high;;https://www2.census.gov/retail/releases/historical/marts/adv0404.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040614;Retail Sales (Advance);US;America/New_York;2004-06-14T08:30;U.S. Census Bureau;2004-05;high;;https://www2.census.gov/retail/releases/historical/marts/adv0405.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040714;Retail Sales (Advance);US;America/New_York;2004-07-14T08:30;U.S. Census Bureau;2004-06;high;;https://www2.census.gov/retail/releases/historical/marts/adv0406.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040812;Retail Sales (Advance);US;America/New_York;2004-08-12T08:30;U.S. Census Bureau;2004-07;high;;https://www2.census.gov/retail/releases/historical/marts/adv0407.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20040914;Retail Sales (Advance);US;America/New_York;2004-09-14T08:30;U.S. Census Bureau;2004-08;high;;https://www2.census.gov/indicators/mrts/2004/adv0408.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20041015;Retail Sales (Advance);US;America/New_York;2004-10-15T08:30;U.S. Census Bureau;2004-09;high;;https://www2.census.gov/marts/adv0409.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20041112;Retail Sales (Advance);US;America/New_York;2004-11-12T08:30;U.S. Census Bureau;2004-10;high;;https://www2.census.gov/marts/adv0410.pdf;2025-09-08T11:36:52
US_RetailSales_Advance_20041213;Retail Sales (Advance);US;America/New_York;2004-12-13T08:30;U.S. Census Bureau;2004-11;high;;https://www2.census.gov/indicators/mrts/2004/adv0411.pdf;2025-09-08T11:36:52
US-FED-20040211-HH-House;Fed Chair testimony — Monetary Policy Report (House);US;America/New_York;2004-02-11T11:04;House Financial Services (GovInfo);2004-02;high;Fed Chair testimony: Alan Greenspan;https://www.govinfo.gov/content/pkg/CHRG-108hhrg93425/html/CHRG-108hhrg93425.htm;2025-09-08 11:44:39
US-FED-20040212-HH-Senate;Fed Chair testimony — Monetary Policy Report (Senate);US;America/New_York;2004-02-12T10:02;Senate Banking (GovInfo);2004-02;high;Fed Chair testimony: Alan Greenspan;https://archive.org/download/gov.gpo.fdsys.CHRG-108shrg94291/CHRG-108shrg94291.pdf;2025-09-08 11:44:39
US-FED-20040720-HH-Senate;Fed Chair testimony — Monetary Policy Report (Senate);US;America/New_York;2004-07-20T14:31;Senate Banking (GovInfo);2004-07;high;Fed Chair testimony: Alan Greenspan;https://www.govinfo.gov/content/pkg/CHRG-108shrg98356/pdf/CHRG-108shrg98356.pdf;2025-09-08 11:44:39
US-FED-20040721-HH-House;Fed Chair testimony — Monetary Policy Report (House);US;America/New_York;2004-07-21T10:06;House Financial Services (GovInfo);2004-07;high;Fed Chair testimony: Alan Greenspan;https://www.govinfo.gov/content/pkg/CHRG-108hhrg96942/html/CHRG-108hhrg96942.htm;2025-09-08 11:44:39
US-FED-20040827-JH-Keynote;Jackson Hole — Chair opening remarks;US;America/Denver;2004-08-27T08:00;FRASER (Federal Reserve);2004-08;high;Fed Chair speech: Alan Greenspan;https://fraser.stlouisfed.org/title/statements-speeches-alan-greenspan-452/opening-remarks-a-symposium-sponsored-federal-reserve-bank-kansas-city-jackson-hole-wyoming-8829/fulltext;2025-09-08 11:44:39
US_FOMC_ST_20040128;FOMC Statement;US;America/New_York;2004-01-28T14:15;Federal Reserve Board;2004-01;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040128/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20040128;FOMC Interest Rate Decision;US;America/New_York;2004-01-28T14:15;Federal Reserve Board;2004-01;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040128/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20040316;FOMC Statement;US;America/New_York;2004-03-16T14:15;Federal Reserve Board;2004-03;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040316/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20040316;FOMC Interest Rate Decision;US;America/New_York;2004-03-16T14:15;Federal Reserve Board;2004-03;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040316/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20040504;FOMC Statement;US;America/New_York;2004-05-04T14:15;Federal Reserve Board;2004-05;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040504/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20040504;FOMC Interest Rate Decision;US;America/New_York;2004-05-04T14:15;Federal Reserve Board;2004-05;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040504/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20040630;FOMC Statement;US;America/New_York;2004-06-30T14:15;Federal Reserve Board;2004-06;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040630/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20040630;FOMC Interest Rate Decision;US;America/New_York;2004-06-30T14:15;Federal Reserve Board;2004-06;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040630/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20040810;FOMC Statement;US;America/New_York;2004-08-10T14:15;Federal Reserve Board;2004-08;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040810/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20040810;FOMC Interest Rate Decision;US;America/New_York;2004-08-10T14:15;Federal Reserve Board;2004-08;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040810/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20040921;FOMC Statement;US;America/New_York;2004-09-21T14:15;Federal Reserve Board;2004-09;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040921/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20040921;FOMC Interest Rate Decision;US;America/New_York;2004-09-21T14:15;Federal Reserve Board;2004-09;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20040921/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20041110;FOMC Statement;US;America/New_York;2004-11-10T14:15;Federal Reserve Board;2004-11;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20041110/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20041110;FOMC Interest Rate Decision;US;America/New_York;2004-11-10T14:15;Federal Reserve Board;2004-11;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20041110/default.htm;2025-09-08T10:36:15
US_FOMC_ST_20041214;FOMC Statement;US;America/New_York;2004-12-14T14:15;Federal Reserve Board;2004-12;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20041214/default.htm;2025-09-08T10:36:15
US_FOMC_RATE_20041214;FOMC Interest Rate Decision;US;America/New_York;2004-12-14T14:15;Federal Reserve Board;2004-12;high;;https://www.federalreserve.gov/boarddocs/press/monetary/2004/20041214/default.htm;2025-09-08T10:36:15
US_BLS_NFP_20040109;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-01-09T08:30;Bureau of Labor Statistics;2003-12;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040206;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-02-06T08:30;Bureau of Labor Statistics;2004-01;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040305;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-03-05T08:30;Bureau of Labor Statistics;2004-02;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040402;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-04-02T08:30;Bureau of Labor Statistics;2004-03;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040507;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-05-07T08:30;Bureau of Labor Statistics;2004-04;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040604;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-06-04T08:30;Bureau of Labor Statistics;2004-05;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040702;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-07-02T08:30;Bureau of Labor Statistics;2004-06;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040806;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-08-06T08:30;Bureau of Labor Statistics;2004-07;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20040903;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-09-03T08:30;Bureau of Labor Statistics;2004-08;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20041008;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-10-08T08:30;Bureau of Labor Statistics;2004-09;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20041105;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-11-05T08:30;Bureau of Labor Statistics;2004-10;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_BLS_NFP_20041203;Employment Situation (Nonfarm Payrolls);US;America/New_York;2004-12-03T08:30;Bureau of Labor Statistics;2004-11;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T10:36:15
US_ISM_MFG_PMI_20040102;ISM Manufacturing PMI;US;America/New_York;2004-01-02T10:00;Institute for Supply Management;2003-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040106;ISM Services PMI;US;America/New_York;2004-01-06T10:00;Institute for Supply Management;2003-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040202;ISM Manufacturing PMI;US;America/New_York;2004-02-02T10:00;Institute for Supply Management;2004-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040204;ISM Services PMI;US;America/New_York;2004-02-04T10:00;Institute for Supply Management;2004-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040301;ISM Manufacturing PMI;US;America/New_York;2004-03-01T10:00;Institute for Supply Management;2004-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040303;ISM Services PMI;US;America/New_York;2004-03-03T10:00;Institute for Supply Management;2004-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040401;ISM Manufacturing PMI;US;America/New_York;2004-04-01T10:00;Institute for Supply Management;2004-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040405;ISM Services PMI;US;America/New_York;2004-04-05T10:00;Institute for Supply Management;2004-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040503;ISM Manufacturing PMI;US;America/New_York;2004-05-03T10:00;Institute for Supply Management;2004-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040505;ISM Services PMI;US;America/New_York;2004-05-05T10:00;Institute for Supply Management;2004-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040601;ISM Manufacturing PMI;US;America/New_York;2004-06-01T10:00;Institute for Supply Management;2004-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040603;ISM Services PMI;US;America/New_York;2004-06-03T10:00;Institute for Supply Management;2004-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040701;ISM Manufacturing PMI;US;America/New_York;2004-07-01T10:00;Institute for Supply Management;2004-06;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040706;ISM Services PMI;US;America/New_York;2004-07-06T10:00;Institute for Supply Management;2004-06;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040802;ISM Manufacturing PMI;US;America/New_York;2004-08-02T10:00;Institute for Supply Management;2004-07;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040804;ISM Services PMI;US;America/New_York;2004-08-04T10:00;Institute for Supply Management;2004-07;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20040901;ISM Manufacturing PMI;US;America/New_York;2004-09-01T10:00;Institute for Supply Management;2004-08;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20040903;ISM Services PMI;US;America/New_York;2004-09-03T10:00;Institute for Supply Management;2004-08;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20041001;ISM Manufacturing PMI;US;America/New_York;2004-10-01T10:00;Institute for Supply Management;2004-09;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20041005;ISM Services PMI;US;America/New_York;2004-10-05T10:00;Institute for Supply Management;2004-09;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20041101;ISM Manufacturing PMI;US;America/New_York;2004-11-01T10:00;Institute for Supply Management;2004-10;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20041103;ISM Services PMI;US;America/New_York;2004-11-03T10:00;Institute for Supply Management;2004-10;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_MFG_PMI_20041201;ISM Manufacturing PMI;US;America/New_York;2004-12-01T10:00;Institute for Supply Management;2004-11;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_ISM_SERVICES_PMI_20041203;ISM Services PMI;US;America/New_York;2004-12-03T10:00;Institute for Supply Management;2004-11;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T11:02:36
US_BLS_PPI_20040114;Producer Price Index (PPI);US;America/New_York;2004-01-14T08:30;Bureau of Labor Statistics;2003-12;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040219;Producer Price Index (PPI);US;America/New_York;2004-02-19T08:30;Bureau of Labor Statistics;2004-01;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040401;Producer Price Index (PPI);US;America/New_York;2004-04-01T08:30;Bureau of Labor Statistics;2004-02;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040422;Producer Price Index (PPI);US;America/New_York;2004-04-22T08:30;Bureau of Labor Statistics;2004-03;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040513;Producer Price Index (PPI);US;America/New_York;2004-05-13T08:30;Bureau of Labor Statistics;2004-04;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040617;Producer Price Index (PPI);US;America/New_York;2004-06-17T08:30;Bureau of Labor Statistics;2004-05;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040715;Producer Price Index (PPI);US;America/New_York;2004-07-15T08:30;Bureau of Labor Statistics;2004-06;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040813;Producer Price Index (PPI);US;America/New_York;2004-08-13T08:30;Bureau of Labor Statistics;2004-07;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20040910;Producer Price Index (PPI);US;America/New_York;2004-09-10T08:30;Bureau of Labor Statistics;2004-08;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20041015;Producer Price Index (PPI);US;America/New_York;2004-10-15T08:30;Bureau of Labor Statistics;2004-09;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20041116;Producer Price Index (PPI);US;America/New_York;2004-11-16T08:30;Bureau of Labor Statistics;2004-10;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BLS_PPI_20041210;Producer Price Index (PPI);US;America/New_York;2004-12-10T08:30;Bureau of Labor Statistics;2004-11;high;;https://www.bls.gov/schedule/2004/home.htm;2025-09-08T11:02:36
US_BEA_GDP_20040130;GDP 2003-Q4 (Advance);US;America/New_York;2004-01-30T08:30;Bureau of Economic Analysis;2003-Q4;high;;https://www.bea.gov/news/2004/gross-domestic-product-fourth-quarter-2003-advance-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040227;GDP 2003-Q4 (Preliminary);US;America/New_York;2004-02-27T08:30;Bureau of Economic Analysis;2003-Q4;high;;https://www.bea.gov/news/2004/gross-domestic-product-fourth-quarter-2003-preliminary-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040325;GDP 2003-Q4 (Final);US;America/New_York;2004-03-25T08:30;Bureau of Economic Analysis;2003-Q4;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-fourth-quarter-2003-final-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040429;GDP 2004-Q1 (Advance);US;America/New_York;2004-04-29T08:30;Bureau of Economic Analysis;2004-Q1;high;;https://www.bea.gov/news/2004/gross-domestic-product-first-quarter-2004-advance-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040527;GDP 2004-Q1 (Preliminary);US;America/New_York;2004-05-27T08:30;Bureau of Economic Analysis;2004-Q1;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-first-quarter-2004-preliminary-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040625;GDP 2004-Q1 (Final);US;America/New_York;2004-06-25T08:30;Bureau of Economic Analysis;2004-Q1;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-first-quarter-2004-final-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040730;GDP 2004-Q2 (Advance);US;America/New_York;2004-07-30T08:30;Bureau of Economic Analysis;2004-Q2;high;;https://www.bea.gov/news/2004/gross-domestic-product-second-quarter-2004-advance-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040827;GDP 2004-Q2 (Preliminary);US;America/New_York;2004-08-27T08:30;Bureau of Economic Analysis;2004-Q2;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-second-quarter-2004-preliminary-estimates;2025-09-08T11:02:36
US_BEA_GDP_20040929;GDP 2004-Q2 (Final);US;America/New_York;2004-09-29T08:30;Bureau of Economic Analysis;2004-Q2;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-second-quarter-2004-final-estimates;2025-09-08T11:02:36
US_BEA_GDP_20041029;GDP 2004-Q3 (Advance);US;America/New_York;2004-10-29T08:30;Bureau of Economic Analysis;2004-Q3;high;;https://www.bea.gov/news/2004/gross-domestic-product-third-quarter-2004-advance-estimates;2025-09-08T11:02:36
US_BEA_GDP_20041130;GDP 2004-Q3 (Preliminary);US;America/New_York;2004-11-30T08:30;Bureau of Economic Analysis;2004-Q3;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-third-quarter-2004-preliminary-estimates;2025-09-08T11:02:36
US_BEA_GDP_20041222;GDP 2004-Q3 (Final);US;America/New_York;2004-12-22T08:30;Bureau of Economic Analysis;2004-Q3;high;;https://www.bea.gov/news/2004/gross-domestic-product-and-corporate-profits-third-quarter-2004-final-estimates;2025-09-08T11:02:36
